color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
 Black and White,2006,All the King's Men??,0,128,Steven Zaillian,234,Kate Winslet,14000,Anthony Hopkins,12000,Kevin Dunn,581,27614,7221458,Drama|Thriller,20740,127,0,governor|journalist|louisiana|mistress|politician,178,English,Germany,PG-13,55000000,1.85,6.2
Color,2006,Flags of Our Fathers??,0,135,Clint Eastwood,16000,Paul Walker,23000,Chris Bauer,638,Tom McCarthy,310,24468,33574332,Drama|History|War,101221,279,0,imperial japan|japan|japanese army|japanese soldier|world war two,415,English,USA,R,90000000,2.35,7.1
Color,2006,The Break-Up??,0,106,Peyton Reed,235,Jon Favreau,4000,John Michael Higgins,957,Ann-Margret,931,8315,118683135,Comedy|Drama|Romance,102167,183,1,art|break up|football video game|kitchen|talking to one's self in a mirror,483,English,USA,PG-13,52000000,1.85,5.8
Color,2006,Barnyard??,605,90,Steve Oedekerk,176,Rob Paulsen,677,Wanda Sykes,560,Maurice LaMarche,523,2055,72601713,Animation|Comedy|Family,21396,98,1,cow|farmer|howl|howling at the moon|vegetarian,155,English,Germany,PG,51000000,1.85,5.6
Color,2006,Deck the Halls??,1000,93,John Whitesell,14,Matthew Broderick,2000,Jorge Garcia,1000,Alia Shawkat,728,5468,35092918,Comedy|Family,15740,71,0,christmas|december|holiday|massachusetts|neighbor,110,English,USA,PG,,1.85,4.9
Color,2006,Inside Man??,0,129,Spike Lee,0,Denzel Washington,18000,James Ransone,412,Peter Gerety,277,19148,88504640,Crime|Drama|Mystery|Thriller,273108,230,2,bank|detective|negotiation|police|robber,646,English,USA,R,45000000,2.35,7.6
Color,2006,Failure to Launch??,2000,95,Tom Dey,9,Bradley Cooper,14000,Matthew McConaughey,11000,Zooey Deschanel,11000,37967,88658172,Comedy|Romance,58412,143,2,friend|intervention|moving|secret|slacker,242,English,USA,PG-13,50000000,2.35,5.6
Color,2006,Curious George??,624,78,Matthew O'Callaghan,5,Will Ferrell,8000,Frank Welker,2000,Alexander Gould,1000,11124,58336565,Adventure|Animation|Comedy|Family,12845,87,0,hat|monkey|museum|shrine|yellow,118,English,USA,G,50000000,1.85,6.6
Color,2006,Firewall??,773,105,Richard Loncraine,12,Jimmy Bennett,87000,Harrison Ford,11000,Mary Lynn Rajskub,935,101383,48745150,Crime|Thriller,50170,171,1,architect|bank|cayman islands|meeting|murder,306,English,USA,PG-13,50000000,2.35,5.8
Color,2006,Silent Hill??,0,132,Christophe Gans,50,Radha Mitchell,992,Deborah Kara Unger,495,Alice Krige,368,1933,46982632,Adventure|Horror|Mystery,172792,267,0,gothic|police|police officer|silent hill|sleepwalking,1740,English,Canada,R,50000000,2.35,6.6
Color,2006,The Tooth Fairy??,352,89,Chuck Bowman,42,P.J. Soles,598,Lochlyn Munro,555,Steve Bacic,235,2353,,Horror|Thriller,1263,32,0,bare breasts|genital dismemberment|mulching someone|tooth fairy|woodchipper,32,English,USA,,1500000,1.78,4.6
Color,2006,Happily N'Ever After??,261,75,Paul Bolger,0,Sarah Michelle Gellar,4000,George Carlin,769,Rob Paulsen,677,6863,15519841,Adventure|Animation|Comedy|Family|Fantasy,8693,93,3,apostrophe in title|cinderella|first of series|punctuation in title|three word title,71,English,USA,PG,47000000,1.85,4.5
Color,2006,Last Holiday??,0,112,Wayne Wang,61,LL Cool J,1000,Alicia Witt,976,Timothy Hutton,501,3757,38360195,Adventure|Comedy|Drama,21215,99,1,chef|congressman|cook|hotel|senator,116,English,USA,PG-13,45000000,2.35,6.4
Color,2006,The Ant Bully??,593,88,John A. Davis,8,Nicolas Cage,12000,Meryl Streep,11000,Julia Roberts,8000,33822,28133159,Adventure|Animation|Comedy|Family|Fantasy,30055,105,1,ant|miniaturization|punishment|shrinking|sudden change in size,70,English,USA,PG,50000000,1.85,5.9
Color,2006,16 Blocks??,0,102,Richard Donner,503,Bruce Willis,13000,David Zayas,929,Sasha Roiz,795,15053,36883539,Action|Crime|Drama|Thriller,112769,199,2,alcoholic|courthouse|detective|jail|witness,305,English,Germany,PG-13,52000000,2.35,6.6
Color,2006,Curse of the Golden Flower??,0,114,Yimou Zhang,611,Li Gong,879,Ye Liu,52,Man Li,10,949,6565495,Drama|Romance,36455,189,2,china|chrysanthemum|emperor|empress|prince,229,Mandarin,China,R,45000000,2.35,7
Color,2006,Underworld: Evolution??,0,102,Len Wiseman,235,Sophia Myles,956,Tony Curran,845,Derek Jacobi,520,2998,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,156225,206,1,death|feud|forbidden love|vampire|werewolf,502,English,USA,R,50000000,2.35,6.8
Color,2006,Scary Movie 4??,1000,89,David Zucker,119,Beau Mirchoff,2000,Carmen Electra,869,Regina Hall,807,5855,90703745,Comedy,93748,151,8,female nudity|male nudity|parody|reference to myspace|sequel,410,English,USA,PG-13,45000000,1.85,5.1
Color,2006,Eight Below??,11000,120,Frank Marshall,155,Paul Walker,23000,Bruce Greenwood,984,Wendy Crewson,249,24300,81593527,Adventure|Drama|Family,48806,118,1,antarctica|dog|siberian husky|sled dog|survival,263,English,USA,PG,40000000,2.35,7.3
Color,2006,Big Momma's House 2??,663,99,John Whitesell,14,Chlo?? Grace Moretz,17000,Nia Long,826,Marisol Nichols,633,19334,70163652,Comedy|Crime,31968,65,0,cheerleading|fbi|fbi agent|nanny|undercover,82,English,USA,PG-13,40000000,1.85,4.6
Color,2006,The Prestige??,49000,130,Christopher Nolan,22000,Christian Bale,23000,Hugh Jackman,20000,Scarlett Johansson,19000,63986,53082743,Drama|Mystery|Sci-Fi|Thriller,844052,341,1,illusion|magician|obsession|rivalry|secret,1100,English,USA,PG-13,40000000,2.35,8.5
Color,2006,Apocalypto??,14000,139,Mel Gibson,0,Rudy Youngblood,708,Dalia Hern??ndez,78,Jonathan Brewer,19,848,50859889,Action|Adventure|Drama|Thriller,236000,283,0,jaguar|mayan|solar eclipse|tribe|village,1043,Maya,USA,R,40000000,1.85,7.8
Color,2006,The Lake House??,0,99,Alejandro Agresti,18,Keanu Reeves,18000,Dylan Walsh,426,Ebon Moss-Bachrach,211,18693,52320979,Drama|Fantasy|Romance,114321,175,0,house|lake|letter|love across time|parallel time,548,English,USA,PG,40000000,2.35,6.8
Color,2006,Marie Antoinette??,0,123,Sofia Coppola,0,Kirsten Dunst,4000,Shirley Henderson,887,Rip Torn,826,7243,15962471,Biography|Drama|History|Romance,79892,260,1,austria|cake|france|queen|versailles,619,English,USA,PG-13,40000000,1.85,6.4
Color,2006,Alex Rider: Operation Stormbreaker??,823,93,Geoffrey Sax,13,Alex Pettyfer,15000,Sophie Okonedo,460,Ashley Walters,173,15638,652526,Action|Adventure|Family|Thriller,20201,66,3,14 year old|british|gadget|spy|training,187,English,Germany,PG,40000000,2.35,5.1
Color,2006,The Devil Wears Prada??,0,109,David Frankel,64,Meryl Streep,11000,Anne Hathaway,11000,Rebecca Mader,505,23923,124732962,Comedy|Drama|Romance,286178,208,0,fashion|fashion industry|magazine|new york city|publishing,631,English,USA,PG-13,35000000,2.35,6.8
Color,2006,The Benchwarmers??,0,75,Dennis Dugan,221,Jon Lovitz,11000,Jon Heder,970,Tim Meadows,553,13125,57651794,Comedy|Romance|Sport,40651,90,2,baseball|baseball team|bully|millionaire|team,209,English,USA,PG-13,33000000,1.85,5.6
Color,2006,The Nativity Story??,0,101,Catherine Hardwicke,308,Keisha Castle-Hughes,446,Hiam Abbass,224,Shaun Toub,206,966,37617947,Drama|Family|Fantasy,8143,122,0,angel|bethlehem|journey|nazareth|virgin,203,English,USA,PG,30000000,2.35,6.8
Color,2006,Zoom??,494,83,Peter Hewitt,12,Kevin Zegers,2000,Rip Torn,826,Thomas F. Wilson,690,5022,11631245,Action|Adventure|Family|Sci-Fi,15015,63,5,bruise|female hero|super strength|superhero|teenage superhero,113,English,USA,PG,35000000,1.85,4.2
Color,2006,A Good Year??,9000,117,Ridley Scott,0,Archie Panjabi,883,Albert Finney,883,Richard Coyle,567,3611,7458269,Comedy|Drama|Romance,70698,147,1,based on novel|inheritance|provence|uncle|wine,196,English,USA,PG-13,35000000,2.35,6.9
Color,2006,Bandidas??,0,93,Joachim R??nning,18,Salma Hayek,4000,Sam Shepard,820,Dwight Yoakam,324,5377,,Action|Comedy|Crime|Western,28848,58,2,bank|cleavage|farmer|female gunfighter|mexico,76,English,France,PG-13,32000000,2.35,5.7
Color,2006,The Fountain??,23000,96,Darren Aronofsky,0,Hugh Jackman,20000,Ellen Burstyn,1000,Mark Margolis,1000,24640,10139254,Drama|Sci-Fi,190990,274,0,eternity|love|mayan|tree|tree of life,915,English,USA,PG-13,35000000,1.85,7.3
Color,2006,Snakes on a Plane??,4000,105,David R. Ellis,160,Lin Shaye,852,Kenan Thompson,521,Rachel Blanchard,491,2604,34014398,Action|Adventure|Crime|Drama|Thriller,115649,285,0,baby rattle|famous line|murder|passenger|snake,1033,English,Germany,R,33000000,2.35,5.6
Color,2006,Nacho Libre??,0,92,Jared Hess,100,Ana de la Reguera,678,Moises Arias,635,H??ctor Jim??nez,327,1729,80197993,Comedy|Family|Sport,65551,163,1,lucha libre|monastery|nun|orphan|wrestling,441,English,Germany,PG,32000000,1.85,5.7
 Black and White,2006,The Good German??,559,105,Steven Soderbergh,0,Tony Curran,845,Beau Bridges,552,Leland Orser,308,2355,1304837,Drama|Mystery|Thriller,21481,183,2,american|driver|journalist|russian|secret,175,English,USA,R,32000000,1.66,6.1
Color,2006,Glory Road??,0,118,James Gartner,0,Mehcad Brooks,696,Austin Nichols,663,Derek Luke,543,2577,42643187,Biography|Drama|Sport,34910,95,1,coach|college basketball|national championship|ncaa|texas,145,English,USA,PG,,2.35,7.2
Color,2006,Stranger Than Fiction??,13000,113,Marc Forster,395,Will Ferrell,8000,Christian Stolte,189,Danny Rhodes,77,8362,40137776,Comedy|Drama|Fantasy|Romance,186977,253,1,author|fate|novelist|professor|writer,529,English,USA,PG-13,38000000,1.85,7.6
Color,2006,Take the Lead??,0,118,Liz Friedlander,3,Alfre Woodard,1000,Yaya DaCosta,712,Jasika Nicole,439,3797,34703228,Drama|Music,21767,101,0,ballroom|dance|dance teacher|student|teacher,127,English,USA,PG-13,30000000,1.85,6.7
Color,2006,Gridiron Gang??,0,125,Phil Joanou,21,Dwayne Johnson,12000,Jurnee Smollett-Bell,2000,Kevin Dunn,581,15811,38432823,Crime|Drama|Sport,33067,85,1,alliterative title|football|football coach|football practice|football team,134,English,USA,PG-13,30000000,2.35,6.9
Color,2006,My Super Ex-Girlfriend??,1000,95,Ivan Reitman,425,Rainn Wilson,973,Eddie Izzard,776,Wanda Sykes,560,2737,22526144,Comedy|Romance|Sci-Fi,53884,147,1,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,203,English,USA,PG-13,30000000,2.35,5.1
Color,2006,Ultraviolet??,0,94,Kurt Wimmer,110,Milla Jovovich,14000,Cameron Bright,829,Nick Chinlund,277,15271,18500966,Action|Horror|Sci-Fi|Thriller,70341,158,1,boy|disease|hemophagia|speed|vampire,830,English,USA,PG-13,30000000,1.85,4.4
Color,2006,Miss Potter??,0,88,Chris Noonan,108,Emily Watson,876,Bill Paterson,142,Lucy Boynton,135,1518,2975649,Biography|Drama|Romance,23864,124,1,book|children|friend|illustrator|letter,142,English,UK,PG,30000000,2.35,7
Color,2006,DOA: Dead or Alive??,0,87,Corey Yuen,23,Steve Howey,826,Holly Valance,816,Sarah Carter,748,4473,480314,Action|Adventure,38503,110,4,female fighter|island|martial arts|parachute|tournament,180,English,USA,PG-13,21000000,2.35,4.8
Color,2006,Just My Luck??,0,103,Donald Petrie,80,Samaire Armstrong,806,Carlos Ponce,591,Faizon Love,585,3211,17324744,Comedy|Fantasy|Romance,44103,98,3,bad luck|band|kiss|luck|masquerade,149,English,USA,PG-13,28000000,1.85,5.3
Color,2006,Captain Alatriste: The Spanish Musketeer??,0,145,Agust??n D??az Yanes,13,Viggo Mortensen,10000,Elena Anaya,1000,Eduardo Noriega,278,11669,,Adventure|Drama|History|Romance|Thriller|War,10266,31,1,desire|fighting|king|spain|trap,84,Spanish,Spain,,24000000,1.85,6.1
Color,2006,Notes on a Scandal??,0,92,Richard Eyre,14,Phil Davis,386,Andrew Simpson,99,Shaun Parkes,78,646,17508670,Crime|Drama|Romance|Thriller,64625,220,0,age difference|school|student|teacher|writing,281,English,UK,R,15000000,1.85,7.4
Color,2006,Lucky Number Slevin??,10000,110,Paul McGuigan,118,Bruce Willis,13000,Morgan Freeman,11000,Dorian Missick,1000,26451,22494487,Crime|Drama|Mystery|Thriller,262153,202,3,coroner|death|gay son|love|mistaken identity,507,English,Germany,R,27000000,2.35,7.8
Color,2006,The Magic Flute??,359,135,Kenneth Branagh,0,Kim-Marie Woodhouse,5,Amy Carson,4,Joseph Kaiser,3,24,,Drama|Musical|Romance,926,38,1,based on opera|evil|mozart|queen|walking wounded,19,English,France,,27000000,2.35,6.6
Color,2006,Final Destination 3??,0,86,James Wong,70,Chelan Simmons,440,Gina Holden,346,Crystal Lowe,318,2420,54098051,Horror,102861,216,0,amusement park|death|fate|premonition|roller coaster,571,English,Germany,R,25000000,2.35,5.8
Color,2006,She's the Man??,0,105,Andy Fickman,99,Channing Tatum,17000,Alexandra Breckenridge,1000,Laura Ramsey,960,20109,33687630,Comedy|Romance,116762,91,0,disguise|roommate|school|soccer|twin,261,English,USA,PG-13,20000000,1.85,6.4
Color,2006,Unaccompanied Minors??,498,90,Paul Feig,176,Tyler James Williams,931,Rob Riggle,839,B.J. Novak,825,4431,16647384,Adventure|Comedy|Family|Romance,8398,73,1,airport|black comedy|blizzard|christmas|pennsylvania,56,English,USA,PG,26000000,2.35,5.1
Color,2006,The Hoax??,348,116,Lasse Hallstr??m,529,Hope Davis,442,Christopher Evan Welch,252,James Biberi,174,1134,7156933,Comedy|Drama,14581,142,0,book|fabrication|fake|hoax|manuscript,74,English,USA,R,25000000,1.85,6.7
Color,2006,Snakes on a Plane??,4000,105,David R. Ellis,160,Lin Shaye,852,Kenan Thompson,521,Rachel Blanchard,490,2603,34014398,Action|Adventure|Crime|Drama|Thriller,115650,285,0,baby rattle|famous line|murder|passenger|snake,1033,English,Germany,R,33000000,2.35,5.6
Color,2006,Rocky Balboa??,0,139,Sylvester Stallone,13000,Sylvester Stallone,13000,Burt Young,683,Mike Tyson,461,15111,70269171,Drama|Sport,162130,285,0,boxing|fight|heavyweight champion|restaurant|retired boxer,962,English,USA,PG,24000000,1.85,7.2
Color,2006,Black Book??,0,145,Paul Verhoeven,719,Michiel Huisman,2000,Sebastian Koch,380,Christian Berkel,104,2590,4398392,Drama|Thriller|War,59507,231,1,boat|escape|hiding|nazi|resistance,232,Dutch,Netherlands,R,21000000,2.35,7.8
Color,2006,Pulse??,0,90,Jim Sonzero,2,Ian Somerhalder,16000,Christina Milian,1000,Rick Gonzalez,807,19952,20259297,Drama|Horror|Sci-Fi|Thriller,24969,148,0,cell phone|computer|computer hacker|e mail|technology,258,English,USA,PG-13,20000000,2.35,4.7
Color,2006,Date Movie??,806,85,Aaron Seltzer,64,Alyson Hannigan,3000,Carmen Electra,869,Fred Willard,729,6539,48546578,Comedy|Romance,50415,99,0,female protagonist|greek|overweight|spoof|wedding planner,613,English,USA,PG-13,20000000,1.85,2.7
Color,2006,The Grudge 2??,930,137,Takashi Shimizu,70,Sarah Michelle Gellar,4000,Sarah Roemer,884,Matthew Knight,464,5746,39143839,Horror|Thriller,38658,131,0,curse|ghost|haunted house|high school|schoolgirl,284,English,USA,PG-13,20000000,1.85,5
Color,2006,Man of the Year??,0,115,Barry Levinson,272,Robin Williams,49000,Tina Fey,2000,Amy Poehler,1000,52571,37442180,Comedy|Drama|Romance|Thriller,28005,111,1,campaign|election|president|presidential election|satire,236,English,USA,PG-13,20000000,2.35,6.2
Color,2006,Babel??,0,143,Alejandro G. I????rritu,0,Brad Pitt,11000,Harriet Walter,119,Dermot Crowley,51,11248,34300771,Drama,243799,285,3,american|destiny|mexican border|multiple perspectives|muslim,908,English,France,R,25000000,1.85,7.5
Color,2006,Stay Alive??,0,75,William Brent Bell,19,Adam Goldberg,1000,Frankie Muniz,934,Samaire Armstrong,806,3590,23078294,Horror|Thriller,25870,112,0,countess|game reality crossover|ghost|group of friends|tower,281,English,USA,PG-13,9000000,2.35,5.1
Color,2006,The Covenant??,3000,97,Renny Harlin,212,Laura Ramsey,960,Kyle Schmid,917,Toby Hemingway,637,3261,23292105,Action|Fantasy|Horror|Thriller,39541,120,0,family secret|friendship between men|magic|supernatural power|teenager,334,English,USA,PG-13,20000000,2.35,5.3
Color,2006,Stick It??,0,103,Jessica Bendinger,31,Jeff Bridges,12000,Vanessa Lengies,804,John Patrick Amedori,733,14903,26870825,Comedy|Drama|Sport,22604,90,3,coach|gymnastics|houston texas|teenager|texas,124,English,Germany,PG-13,,1.85,6.4
Color,2006,School for Scoundrels??,484,108,Todd Phillips,480,Jon Heder,970,Sarah Silverman,931,Jacinda Barrett,579,4374,17803796,Comedy,26100,110,1,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,97,English,USA,PG-13,20000000,2.35,5.9
Color,2006,One Night with the King??,0,123,Michael O. Sajbel,6,James Callis,541,Tiffany Dupont,249,Nimrat Kaur,85,908,13391174,Biography|Drama|History,5796,36,0,biblical|book of esther|esther|persia|treachery,177,English,USA,PG,20000000,2.35,6.3
Color,2006,Doogal??,346,77,Dave Borthwick,3,Jimmy Fallon,787,Kylie Minogue,690,Jon Stewart,593,2185,7382993,Adventure|Animation|Comedy|Family|Fantasy,3851,31,0,diamond|lava|magic|mountain|sorcerer,114,English,USA,G,20000000,1.85,2.8
Color,2006,A Scanner Darkly??,0,100,Richard Linklater,0,Robert Downey Jr.,21000,Keanu Reeves,18000,Rory Cochrane,407,39507,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,89383,232,0,detective|drugs|substance d|undercover|undercover cop,293,English,USA,R,8700000,1.85,7.1
Color,2006,The Painted Veil??,0,125,John Curran,43,Toby Jones,2000,Sally Hawkins,594,Alan David,7,2608,8047690,Drama|Romance,77656,143,0,china|cholera|epidemic|love|marriage,220,Mandarin,China,PG-13,19400000,2.35,7.5
Color,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan??,0,82,Larry Charles,119,Luenell,332,Ken Davitian,165,Chester,6,505,128505958,Comedy,297014,343,1,california|city|kazakhstan|travel|tv reporter,1198,English,USA,R,18000000,1.85,7.3
Color,2006,United 93??,0,111,Paul Greengrass,521,Christian Clemenson,97,David Alan Basche,68,Susan Blommaert,64,313,31471430,Drama|History|Thriller,83374,279,0,flight|passenger|plane|september 11 2001|terrorist,828,English,USA,R,15000000,2.35,7.6
Color,2006,Renaissance??,0,105,Christian Volckman,2,Romola Garai,805,Catherine McCormack,306,Kevork Malikyan,69,1185,63260,Action|Animation|Sci-Fi|Thriller,14325,112,0,future|kidnapping|missing file|paris france|year 2054,90,English,France,R,14000000,2.35,6.7
Color,2006,Beerfest??,0,110,Jay Chandrasekhar,422,Chris Moss,33000,Owain Yeoman,459,Jay Chandrasekhar,422,35345,19179969,Comedy,54710,91,2,beer|competition|germany|oktoberfest|prostitute,177,English,USA,R,17500000,2.35,6.3
Color,2006,Smokin' Aces??,3000,109,Joe Carnahan,248,Ryan Reynolds,16000,Common,988,Alex Rocco,968,19410,35635046,Action|Crime|Drama|Thriller,121058,186,0,casino|fbi|mafia|mob hit|sniper,482,English,UK,R,17000000,2.35,6.7
Color,2006,The Hills Have Eyes??,0,108,Alexandre Aja,192,Dan Byrd,1000,Greg Nicotero,1000,Vinessa Shaw,580,4500,41777564,Horror,129719,265,0,desert|horror movie remake|murder of family|rape|slasher,855,English,USA,R,15000000,2.35,6.4
Color,2006,ATL??,874,105,Chris Robinson,49,T.I.,680,Adam Boyer,503,Malika,104,1538,21160089,Comedy|Crime|Drama|Music|Romance,8522,54,0,high school|rollerskating rink|spelman college|twin|voice over narration,92,English,USA,PG-13,,2.35,6
Color,2006,Larry the Cable Guy: Health Inspector??,110,89,Trent Cooper,0,Thomas F. Wilson,690,Larry the Cable Guy,400,Megyn Price,323,2135,15655665,Comedy|Romance,9104,37,2,diner|food poisoning|health inspector|restaurant|undercover,112,English,USA,PG-13,4000000,1.33,3.1
Color,2006,American Dreamz??,300,107,Paul Weitz,80,Judy Greer,2000,Dennis Quaid,2000,Chris Klein,841,5992,7156725,Comedy|Music,22639,153,6,chief of staff|contest|president|singing|terrorist,217,English,USA,PG-13,19000000,1.85,5.5
Color,2006,Running Scared??,0,122,Wayne Kramer,47,Paul Walker,23000,Chazz Palminteri,979,Ivana Milicevic,834,27381,6855137,Action|Crime|Drama|Thriller,88590,157,2,adult child friendship|corrupt cop|fistfight|gangster|thug,419,English,Germany,R,17000000,2.35,7.4
Color,2006,The Illusionist??,15000,110,Neil Burger,168,Rufus Sewell,3000,Eddie Marsan,979,Jake Wood,96,4210,39825798,Drama|Mystery|Romance|Thriller,295375,236,3,duchess|illusionist|magician|prince|supernatural power,645,English,USA,PG-13,16000000,1.85,7.6
Color,2006,Southland Tales??,0,160,Richard Kelly,219,Janeane Garofalo,1000,Curtis Armstrong,876,Chris Andrew Ciulla,215,2340,273420,Comedy|Mystery|Sci-Fi|Thriller,32671,173,6,amnesia|boxer|conspiracy|police|porn star,238,English,France,R,17000000,2.35,5.5
Color,2006,Fur: An Imaginary Portrait of Diane Arbus??,0,122,Steven Shainberg,30,Robert Downey Jr.,21000,Ty Burrell,3000,Matt Servitto,260,25173,220914,Biography|Drama|Romance,13239,105,2,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,97,English,USA,R,16800000,1.85,6.5
Color,2006,The Illusionist??,15000,110,Neil Burger,168,Rufus Sewell,3000,Eddie Marsan,979,Jake Wood,96,4210,39825798,Drama|Mystery|Romance|Thriller,295375,236,3,duchess|illusionist|magician|prince|supernatural power,645,English,USA,PG-13,16000000,1.85,7.6
Color,2006,The Texas Chainsaw Massacre: The Beginning??,0,83,Jonathan Liebesman,473,Matt Bomer,20000,Jordana Brewster,4000,Lew Temple,597,26402,39511038,Horror,56269,196,0,cannibal|car accident|leatherface|psychopath|slaughterhouse,366,English,USA,R,16000000,1.85,5.9
Color,2006,Pan's Labyrinth??,27000,112,Guillermo del Toro,0,Ivana Baquero,634,Maribel Verd??,269,Sergi L??pez,250,1322,37623143,Drama|Fantasy|War,467234,406,0,fairy|fairy tale|faun|princess|spain,1083,Spanish,Spain,R,13500000,1.85,8.2
Color,2006,Slither??,0,95,James Gunn,571,Dustin Milligan,499,Gregg Henry,298,Tania Saulnier,102,1120,7774730,Comedy|Horror|Sci-Fi,61912,251,0,alien|b movie|sex|slug|small town,352,English,Canada,R,15500000,1.85,6.5
Color,2006,The Queen??,0,94,Stephen Frears,350,Roger Allam,326,Sylvia Syms,48,Alex Jennings,39,486,56437947,Biography|Drama,85333,280,0,monarchy|prime minister|princess diana|queen|speech,421,English,UK,PG-13,9800000,1.85,7.3
Color,2006,When a Stranger Calls??,0,87,Simon West,165,Madeline Carroll,1000,Tessa Thompson,431,Brian Geraghty,383,2452,47860214,Horror|Thriller,34711,152,0,babysitting|cell phone|high school|nightmare|teenager,468,English,USA,PG-13,15000000,2.35,5
Color,2006,Flicka??,1000,95,Michael Mayer,15,Alison Lohman,1000,Danny Pino,786,Tim McGraw,461,3845,20998709,Adventure|Drama|Family,6095,46,0,father son relationship|horse|horse ranch|ranch|wild mustang,76,English,USA,PG,15000000,2.35,6.2
Color,2006,The Marine??,0,92,John Bonito,8,Kelly Carlson,472,Firass Dirani,239,Drew Powell,129,1045,18843314,Action|Drama|Thriller,27486,78,1,beating|marine|muscleman|tied up|tough guy,284,English,USA,PG-13,20000000,1.85,4.7
Color,2006,Idlewild??,489,121,Bryan Barber,16,Cicely Tyson,907,Faizon Love,585,Bobb'e J. Thompson,526,3633,12549485,Crime|Drama|Musical|Romance,4603,81,4,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,91,English,USA,R,15000000,2.35,6.2
 Black and White,2006,Black Snake Moan??,0,116,Craig Brewer,153,Justin Timberlake,3000,Michael Raymond-James,788,S. Epatha Merkerson,539,5012,9396487,Drama|Music,52421,197,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,200,English,USA,R,15000000,2.35,7
Color,2006,Hoot??,647,91,Wil Shriner,6,Logan Lerman,8000,Neil Flynn,625,Tim Blake Nelson,596,10732,8080116,Adventure|Comedy|Family,6562,49,0,fight|florida|montana|owl|school,66,English,USA,PG,15000000,1.85,5.6
Color,2006,Bobby??,0,112,Emilio Estevez,0,Anthony Hopkins,12000,Nick Cannon,593,Brian Geraghty,383,13528,11204499,Drama|History,38142,195,0,campaign|chess|friend|hotel|senator,270,English,USA,R,14000000,2.35,7
Color,2006,Little Children??,5000,137,Todd Field,143,Kate Winslet,14000,Noah Emmerich,617,Jane Adams,280,15337,5459824,Drama|Romance,92781,251,0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,320,English,USA,R,26000000,2.35,7.6
Color,2006,Catch a Fire??,447,98,Phillip Noyce,176,Derek Luke,543,Terry Pheto,113,Bonnie Henna,15,678,4291965,Biography|Drama|History,9334,108,3,attack|coach|colonel|jail|oil refinery,59,English,France,PG-13,14000000,2.35,6.7
Color,2006,Letters from Iwo Jima??,5000,141,Clint Eastwood,16000,Yuki Matsuzaki,378,Kazunari Ninomiya,85,Shid?? Nakamura,78,751,13753931,Drama|History|War,132149,251,0,blood splatter|general|island|japan|world war two,316,Japanese,USA,R,19000000,2.35,7.9
Color,2006,The Astronaut Farmer??,862,104,Michael Polish,35,J.K. Simmons,24000,Virginia Madsen,912,Bruce Dern,844,27806,10996440,Adventure|Drama|Sci-Fi,19707,113,0,bank|fbi|fuel|rocket|space travel,128,English,USA,PG,13000000,2.35,6.3
Color,2006,"Paris, je t'aime??",0,120,Olivier Assayas,107,Steve Buscemi,12000,Miranda Richardson,530,Catalina Sandino Moreno,280,13208,4857376,Comedy|Drama|Romance,63084,165,0,baby|divorce|oscar wilde|pigalle|tourist,123,French,France,R,13000000,1.85,7.3
Color,2006,Find Me Guilty??,0,125,Sidney Lumet,0,Peter Dinklage,22000,Vin Diesel,14000,Alex Rocco,968,37606,1172769,Biography|Comedy|Crime|Drama,28068,94,2,court|drugs|judge|mafia|mobster,108,English,Germany,R,13000000,1.85,7.1
Color,2006,Infamous??,0,118,Douglas McGrath,41,Toby Jones,2000,Isabella Rossellini,812,Hope Davis,442,3474,1150403,Biography|Crime|Drama,14143,129,4,blood|book|cold calculation|murder|writer,102,English,USA,R,13000000,1.85,7.1
Color,2006,Step Up??,0,104,Anne Fletcher,98,Channing Tatum,17000,Alyson Stoner,2000,Josh Henderson,920,21380,65269010,Crime|Drama|Music|Romance,90938,107,0,dance|dancer|school|showcase|student,271,English,USA,PG-13,12000000,2.35,6.5
 Black and White,2006,Casino Royale??,0,144,Martin Campbell,258,Eva Green,6000,Tobias Menzies,1000,Ivana Milicevic,834,9125,167007184,Action|Adventure|Thriller,470501,400,1,casino|espionage|free running|james bond|terrorist,2301,English,UK,PG-13,150000000,2.35,8
Color,2006,Aquamarine??,0,104,Elizabeth Allen Rosenbaum,20,Tammin Sursok,836,Joanna 'JoJo' Levesque,826,Dichen Lachman,717,3963,18595716,Comedy|Family|Fantasy|Romance,30462,66,3,beach|love|mermaid|storm|swimming,150,English,USA,PG,12000000,1.85,5.3
